TransactionID,CustomerID,TransactionDate,TransactionValue,ProductCategory,PaymentMethod,CustomerGender,CustomerAgeGroup,Region
TRANS003561,CUST01188,7/6/2024,4587732,Sport,Credit Card,Male,26-35,Jakarta
TRANS003562,CUST00941,11/4/2023,656283,Beauty,Bank Transfer,Male,18-25,Jakarta
TRANS003563,CUST01932,11/27/2024,754766,Sport,Credit Card,Female,18-25,Jakarta
TRANS003564,CUST00441,5/13/2023,126896,Home,Credit Card,Male,26-35,Denpasar
TRANS003565,CUST01215,7/20/2023,2082883,Beauty,Credit Card,Female,18-25,Bandung
TRANS003566,CUST00900,4/9/2024,2298092,Electronics,Credit Card,Male,18-25,Bandung
TRANS003567,CUST01368,12/13/2024,2014845,Home,Bank Transfer,Female,18-25,Medan
TRANS003568,CUST01530,8/10/2023,4478374,Electronics,Bank Transfer,Female,26-35,Medan
TRANS003569,CUST01226,1/16/2024,2271703,Sport,Credit Card,Female,36-50,Surabaya
TRANS003570,CUST01031,8/13/2024,416108,Sport,Credit Card,Male,18-25,Jakarta
TRANS003571,CUST00223,6/16/2023,2734238,Fashion,Bank Transfer,Male,18-25,Bandung
TRANS003572,CUST01994,9/1/2024,1075072,Sport,Bank Transfer,Male,18-25,Bandung
TRANS003573,CUST01897,2/19/2024,3988765,Sport,Credit Card,Female,18-25,Medan
TRANS003574,CUST01366,4/24/2023,3771320,Beauty,Credit Card,Male,26-35,Surabaya
TRANS003575,CUST00044,10/9/2024,1861037,Fashion,Bank Transfer,Female,18-25,Yogyakarta
TRANS003576,CUST00216,12/1/2024,3040513,Home,Credit Card,Male,26-35,Jakarta
TRANS003577,CUST00508,8/28/2023,2489225,Electronics,Credit Card,Female,26-35,Denpasar
TRANS003578,CUST00384,6/30/2024,144041,Beauty,Bank Transfer,Female,26-35,Denpasar
TRANS003579,CUST00332,10/14/2024,3388441,Fashion,Bank Transfer,Female,18-25,Denpasar
TRANS003580,CUST00946,4/1/2024,2483415,Home,E-Wallet,Male,18-25,Denpasar
TRANS003581,CUST01166,12/18/2023,4135162,Fashion,E-Wallet,Female,26-35,Denpasar
TRANS003582,CUST00397,4/6/2024,2452872,Beauty,Credit Card,Female,18-25,Denpasar
TRANS003583,CUST00233,1/13/2023,3105876,Fashion,E-Wallet,Female,>50,Bandung
TRANS003584,CUST01242,6/24/2023,3886363,Electronics,Credit Card,Female,26-35,Surabaya
TRANS003585,CUST00113,6/27/2023,4470776,Fashion,Credit Card,Female,18-25,Jakarta
TRANS003586,CUST00436,3/19/2024,1996927,Beauty,E-Wallet,Female,26-35,Bandung
TRANS003587,CUST00522,1/30/2023,2951034,Fashion,Credit Card,Male,18-25,Bandung
TRANS003588,CUST00165,1/31/2023,4376724,Beauty,E-Wallet,Male,26-35,Surabaya
TRANS003589,CUST01434,5/12/2024,921251,Sport,Bank Transfer,Female,26-35,Jakarta
TRANS003590,CUST00836,7/28/2024,2792414,Electronics,Bank Transfer,Male,>50,Medan
TRANS003591,CUST01256,11/25/2024,3087384,Sport,Credit Card,Male,18-25,Denpasar
TRANS003592,CUST01789,4/2/2023,1267357,Sport,E-Wallet,Male,18-25,Medan
TRANS003593,CUST00073,9/23/2024,3703597,Fashion,Credit Card,Male,18-25,Surabaya
TRANS003594,CUST01088,12/7/2024,3612670,Electronics,Credit Card,Male,18-25,Bandung
TRANS003595,CUST01335,4/17/2023,1922414,Electronics,E-Wallet,Female,36-50,Bandung
TRANS003596,CUST00092,4/5/2023,600172,Beauty,E-Wallet,Female,>50,Medan
TRANS003597,CUST01716,8/26/2023,2708360,Electronics,Credit Card,Female,26-35,Surabaya
TRANS003598,CUST01895,5/27/2024,2207951,Home,Bank Transfer,Female,36-50,Surabaya
TRANS003599,CUST00732,1/17/2023,3611660,Beauty,Credit Card,Female,26-35,Jakarta
TRANS003600,CUST01853,5/10/2024,3777447,Beauty,E-Wallet,Female,26-35,Jakarta
TRANS003601,CUST00324,1/11/2024,664915,Home,Credit Card,Male,26-35,Surabaya
TRANS003602,CUST01404,6/21/2024,1783485,Sport,E-Wallet,Female,26-35,Jakarta
TRANS003603,CUST00339,12/4/2024,4056251,Beauty,Credit Card,Female,18-25,Jakarta
TRANS003604,CUST01776,1/11/2023,3644025,Sport,E-Wallet,Male,>50,Medan
TRANS003605,CUST01590,8/26/2024,4276007,Home,E-Wallet,Female,18-25,Surabaya
TRANS003606,CUST01664,3/14/2023,4116433,Sport,Bank Transfer,Female,18-25,Yogyakarta
TRANS003607,CUST01898,8/27/2024,671494,Electronics,E-Wallet,Male,36-50,Bandung
TRANS003608,CUST01912,8/10/2024,232093,Sport,E-Wallet,Female,18-25,Yogyakarta
TRANS003609,CUST00746,12/30/2023,3439391,Sport,Credit Card,Female,36-50,Medan
TRANS003610,CUST01930,4/12/2023,2626466,Electronics,E-Wallet,Male,18-25,Bandung
TRANS003611,CUST01851,5/4/2024,4556816,Fashion,Bank Transfer,Male,26-35,Denpasar
TRANS003612,CUST01190,3/18/2024,4771896,Sport,Bank Transfer,Female,36-50,Surabaya
TRANS003613,CUST01197,9/10/2024,4256592,Sport,Bank Transfer,Female,>50,Denpasar
TRANS003614,CUST00229,11/8/2023,896598,Home,Bank Transfer,Female,18-25,Medan
TRANS003615,CUST01690,1/20/2023,2790918,Fashion,E-Wallet,Female,18-25,Medan
TRANS003616,CUST00614,8/7/2024,2238716,Home,Credit Card,Male,36-50,Yogyakarta
TRANS003617,CUST01186,2/21/2023,376193,Electronics,Bank Transfer,Female,26-35,Surabaya
TRANS003618,CUST00659,12/29/2024,2412832,Home,Credit Card,Female,18-25,Surabaya
TRANS003619,CUST00983,12/11/2024,4812627,Home,Bank Transfer,Male,36-50,Jakarta
TRANS003620,CUST00949,10/20/2023,2924184,Sport,Bank Transfer,Female,26-35,Denpasar
TRANS003621,CUST00903,5/24/2023,3356546,Home,Bank Transfer,Male,18-25,Denpasar
TRANS003622,CUST01398,4/5/2024,1791747,Fashion,Credit Card,Male,36-50,Medan
TRANS003623,CUST00243,4/23/2023,4716991,Electronics,E-Wallet,Female,26-35,Medan
TRANS003624,CUST00813,9/27/2024,1435576,Sport,E-Wallet,Male,26-35,Surabaya
TRANS003625,CUST01432,5/12/2024,4533572,Sport,Bank Transfer,Female,>50,Denpasar
TRANS003626,CUST01134,12/4/2024,3372170,Fashion,Credit Card,Male,26-35,Bandung
TRANS003627,CUST01410,3/10/2023,2167635,Home,E-Wallet,Female,18-25,Bandung
TRANS003628,CUST00652,5/5/2024,3072010,Beauty,Bank Transfer,Female,26-35,Medan
TRANS003629,CUST00542,12/24/2023,358354,Fashion,Credit Card,Female,36-50,Surabaya
TRANS003630,CUST00424,6/9/2023,3492667,Home,Bank Transfer,Female,26-35,Denpasar
TRANS003631,CUST01471,7/13/2023,3251563,Beauty,Credit Card,Female,18-25,Jakarta
TRANS003632,CUST01262,8/4/2023,3810877,Beauty,Credit Card,Female,26-35,Surabaya
TRANS003633,CUST01911,11/6/2024,1317756,Sport,E-Wallet,Male,18-25,Jakarta
TRANS003634,CUST00566,7/26/2024,204393,Home,E-Wallet,Female,18-25,Surabaya
TRANS003635,CUST01602,1/13/2024,768426,Sport,Credit Card,Male,26-35,Denpasar
TRANS003636,CUST01438,8/7/2023,1885092,Beauty,Bank Transfer,Female,26-35,Surabaya
TRANS003637,CUST00724,2/19/2024,3658100,Fashion,Credit Card,Female,26-35,Bandung
TRANS003638,CUST00609,4/13/2024,3396720,Home,Credit Card,Female,36-50,Jakarta
TRANS003639,CUST00042,5/18/2024,4575050,Beauty,Credit Card,Female,26-35,Surabaya
TRANS003640,CUST00386,11/19/2024,1305097,Beauty,E-Wallet,Female,26-35,Bandung
TRANS003641,CUST01549,1/16/2023,3311873,Beauty,Credit Card,Male,26-35,Yogyakarta
TRANS003642,CUST00621,9/11/2023,3917074,Fashion,E-Wallet,Male,36-50,Bandung
TRANS003643,CUST01355,6/4/2024,3086669,Beauty,Credit Card,Female,18-25,Denpasar
TRANS003644,CUST00561,1/6/2023,4515787,Home,E-Wallet,Female,36-50,Surabaya
TRANS003645,CUST01709,3/23/2023,4731340,Fashion,Bank Transfer,Female,18-25,Yogyakarta
TRANS003646,CUST01693,4/1/2024,2619642,Home,Bank Transfer,Male,36-50,Jakarta
TRANS003647,CUST00435,8/8/2023,2608139,Sport,Bank Transfer,Male,>50,Yogyakarta
TRANS003648,CUST00153,7/12/2024,3855191,Beauty,Bank Transfer,Male,36-50,Yogyakarta
TRANS003649,CUST01593,10/28/2023,1617948,Electronics,Credit Card,Male,26-35,Medan
TRANS003650,CUST00769,5/23/2024,1476729,Home,E-Wallet,Male,26-35,Jakarta
TRANS003651,CUST01596,7/26/2024,1234247,Electronics,Credit Card,Female,26-35,Denpasar
TRANS003652,CUST01488,12/10/2023,1246291,Sport,Credit Card,Female,18-25,Yogyakarta
TRANS003653,CUST01712,1/26/2023,4931232,Fashion,Bank Transfer,Male,36-50,Medan
TRANS003654,CUST01483,12/24/2023,1512128,Fashion,E-Wallet,Female,18-25,Surabaya
TRANS003655,CUST00169,5/15/2024,888537,Sport,E-Wallet,Male,26-35,Yogyakarta
TRANS003656,CUST01613,12/21/2024,2774231,Beauty,E-Wallet,Female,26-35,Bandung
TRANS003657,CUST00738,2/24/2024,3980869,Electronics,Credit Card,Female,26-35,Bandung
TRANS003658,CUST01409,7/19/2024,4166770,Sport,Credit Card,Female,18-25,Bandung
TRANS003659,CUST01611,9/4/2023,3331494,Home,Credit Card,Female,26-35,Denpasar
TRANS003660,CUST01800,5/24/2023,2999291,Electronics,Credit Card,Male,26-35,Bandung
TRANS003661,CUST01688,2/11/2023,811360,Electronics,Bank Transfer,Female,26-35,Yogyakarta
TRANS003662,CUST01254,11/11/2023,2643410,Home,E-Wallet,Male,18-25,Medan
TRANS003663,CUST00888,9/8/2024,1893810,Sport,Bank Transfer,Male,26-35,Yogyakarta
TRANS003664,CUST00062,1/6/2024,2834663,Fashion,E-Wallet,Male,26-35,Bandung
TRANS003665,CUST00440,2/2/2023,3112172,Electronics,Credit Card,Male,18-25,Jakarta
TRANS003666,CUST01126,2/18/2024,118470,Home,Credit Card,Female,26-35,Jakarta
TRANS003667,CUST00196,5/26/2023,4553819,Home,E-Wallet,Male,26-35,Surabaya
TRANS003668,CUST01225,8/23/2023,3232301,Fashion,E-Wallet,Male,18-25,Yogyakarta
TRANS003669,CUST01022,3/2/2024,1801554,Beauty,Bank Transfer,Male,26-35,Denpasar
TRANS003670,CUST00399,11/13/2024,3129707,Fashion,Credit Card,Female,26-35,Medan
TRANS003671,CUST00889,3/28/2024,4182490,Electronics,Bank Transfer,Male,36-50,Jakarta
TRANS003672,CUST01615,12/25/2023,704653,Fashion,Credit Card,Male,26-35,Denpasar
TRANS003673,CUST00745,11/2/2023,3418638,Electronics,E-Wallet,Male,26-35,Jakarta
TRANS003674,CUST01982,10/18/2023,2305086,Sport,Credit Card,Female,36-50,Denpasar
TRANS003675,CUST00069,2/8/2023,2322133,Home,Credit Card,Male,18-25,Bandung
TRANS003676,CUST00092,3/28/2024,4920980,Beauty,E-Wallet,Female,>50,Medan
TRANS003677,CUST01497,7/17/2023,1182833,Sport,Credit Card,Female,36-50,Yogyakarta
TRANS003678,CUST00938,3/13/2024,3953112,Electronics,Credit Card,Female,26-35,Surabaya
TRANS003679,CUST00751,11/10/2024,122575,Electronics,Bank Transfer,Male,26-35,Medan
TRANS003680,CUST00421,12/13/2024,3802066,Electronics,Credit Card,Female,18-25,Jakarta
TRANS003681,CUST01444,6/4/2024,4131468,Beauty,Credit Card,Male,>50,Yogyakarta
TRANS003682,CUST01384,10/7/2024,1131998,Home,Bank Transfer,Male,18-25,Bandung
TRANS003683,CUST00791,11/7/2023,3572777,Sport,E-Wallet,Male,36-50,Jakarta
TRANS003684,CUST00879,12/16/2024,948171,Electronics,Bank Transfer,Male,26-35,Medan
TRANS003685,CUST01151,6/11/2023,4346985,Home,Credit Card,Female,26-35,Surabaya
TRANS003686,CUST00651,7/23/2023,1771624,Sport,Bank Transfer,Male,18-25,Medan
TRANS003687,CUST00717,3/8/2023,4318996,Sport,Bank Transfer,Female,26-35,Surabaya
TRANS003688,CUST01410,5/1/2024,2752058,Sport,Bank Transfer,Female,18-25,Bandung
TRANS003689,CUST01688,7/9/2023,1641959,Electronics,Bank Transfer,Female,26-35,Yogyakarta
TRANS003690,CUST00476,6/14/2023,123405,Beauty,E-Wallet,Female,36-50,Yogyakarta
TRANS003691,CUST01746,2/17/2023,4451010,Beauty,E-Wallet,Female,18-25,Medan
TRANS003692,CUST01384,10/8/2024,3921457,Beauty,Credit Card,Male,18-25,Bandung
TRANS003693,CUST00432,4/12/2024,4749377,Fashion,E-Wallet,Female,36-50,Surabaya
TRANS003694,CUST00051,1/13/2024,4154385,Sport,E-Wallet,Female,26-35,Medan
TRANS003695,CUST01024,11/10/2024,3400996,Home,E-Wallet,Female,26-35,Jakarta
TRANS003696,CUST01665,11/19/2023,2791262,Home,E-Wallet,Female,26-35,Medan
TRANS003697,CUST00524,3/2/2024,463999,Home,Credit Card,Female,26-35,Surabaya
TRANS003698,CUST00106,1/3/2024,3682040,Fashion,E-Wallet,Male,26-35,Yogyakarta
TRANS003699,CUST00050,4/7/2023,275915,Beauty,E-Wallet,Male,18-25,Yogyakarta
TRANS003700,CUST01243,12/1/2023,337568,Sport,Bank Transfer,Female,26-35,Surabaya
TRANS003701,CUST00105,9/1/2024,3062450,Beauty,Credit Card,Female,36-50,Bandung
TRANS003702,CUST01598,5/5/2023,1046746,Fashion,Credit Card,Male,26-35,Jakarta
TRANS003703,CUST00153,8/10/2023,4112890,Fashion,Credit Card,Male,36-50,Yogyakarta
TRANS003704,CUST00755,4/25/2024,4149039,Sport,Credit Card,Male,>50,Medan
TRANS003705,CUST01866,4/27/2024,1894105,Sport,Credit Card,Female,26-35,Jakarta
TRANS003706,CUST01108,3/5/2024,1130280,Fashion,Credit Card,Female,18-25,Bandung
TRANS003707,CUST01628,5/11/2023,429885,Sport,Bank Transfer,Female,36-50,Yogyakarta
TRANS003708,CUST00762,6/22/2023,3919022,Fashion,E-Wallet,Male,18-25,Surabaya
TRANS003709,CUST00154,10/1/2023,4871646,Fashion,E-Wallet,Female,36-50,Yogyakarta
TRANS003710,CUST00354,4/30/2023,1766759,Fashion,E-Wallet,Male,36-50,Bandung
TRANS003711,CUST01236,12/20/2024,4432259,Fashion,Bank Transfer,Male,18-25,Medan
TRANS003712,CUST01157,12/3/2023,579828,Electronics,E-Wallet,Male,>50,Jakarta
TRANS003713,CUST01047,3/7/2023,2140629,Fashion,Bank Transfer,Male,26-35,Denpasar
TRANS003714,CUST00226,3/16/2024,1701240,Home,E-Wallet,Male,26-35,Denpasar
TRANS003715,CUST00177,3/26/2023,2489013,Fashion,E-Wallet,Female,18-25,Surabaya
TRANS003716,CUST00904,12/6/2024,3757609,Fashion,Credit Card,Female,26-35,Yogyakarta
TRANS003717,CUST01043,10/17/2023,2919282,Electronics,Bank Transfer,Male,18-25,Jakarta
TRANS003718,CUST00559,5/28/2024,2621377,Fashion,E-Wallet,Female,18-25,Medan
TRANS003719,CUST01753,5/24/2024,503964,Beauty,Bank Transfer,Male,26-35,Bandung
TRANS003720,CUST01534,2/2/2023,175730,Home,Bank Transfer,Male,18-25,Surabaya
TRANS003721,CUST00745,2/10/2024,3422747,Sport,Credit Card,Male,26-35,Jakarta
TRANS003722,CUST01172,6/14/2024,1791266,Electronics,E-Wallet,Female,18-25,Denpasar
TRANS003723,CUST00959,11/18/2023,2290441,Electronics,Bank Transfer,Male,18-25,Medan
TRANS003724,CUST01035,11/2/2024,2991757,Beauty,Bank Transfer,Male,18-25,Denpasar
TRANS003725,CUST00758,11/29/2023,2184982,Fashion,E-Wallet,Female,36-50,Yogyakarta
TRANS003726,CUST00349,11/24/2023,942236,Home,Credit Card,Male,26-35,Surabaya
TRANS003727,CUST01413,9/22/2023,2017635,Home,Bank Transfer,Male,18-25,Bandung
TRANS003728,CUST00924,1/30/2024,3617234,Fashion,E-Wallet,Female,18-25,Bandung
TRANS003729,CUST00198,12/12/2023,325850,Fashion,Credit Card,Female,36-50,Bandung
TRANS003730,CUST00614,11/23/2024,3819043,Electronics,E-Wallet,Male,36-50,Yogyakarta
TRANS003731,CUST00355,2/28/2024,2215093,Home,E-Wallet,Male,36-50,Medan
TRANS003732,CUST01433,12/19/2023,1524463,Electronics,E-Wallet,Female,36-50,Yogyakarta
TRANS003733,CUST00333,1/18/2024,3395883,Beauty,E-Wallet,Male,26-35,Denpasar
TRANS003734,CUST00516,4/19/2023,2344541,Fashion,E-Wallet,Male,>50,Surabaya
TRANS003735,CUST01992,2/10/2024,475444,Fashion,E-Wallet,Male,18-25,Bandung
TRANS003736,CUST00136,11/26/2024,162136,Home,Bank Transfer,Male,36-50,Yogyakarta
TRANS003737,CUST00471,8/1/2024,4994088,Home,E-Wallet,Male,18-25,Denpasar
TRANS003738,CUST01090,5/9/2024,3065595,Electronics,Bank Transfer,Male,18-25,Denpasar
TRANS003739,CUST01756,7/26/2024,4028742,Home,Credit Card,Female,18-25,Denpasar
TRANS003740,CUST01681,4/22/2024,4415284,Fashion,Credit Card,Male,36-50,Medan
TRANS003741,CUST01862,10/22/2023,4987868,Sport,Credit Card,Female,26-35,Surabaya
TRANS003742,CUST01323,6/25/2023,4434012,Electronics,Credit Card,Female,36-50,Yogyakarta
TRANS003743,CUST00241,6/25/2023,2868039,Electronics,Credit Card,Female,36-50,Medan
TRANS003744,CUST01256,10/20/2024,4991857,Sport,Bank Transfer,Male,18-25,Denpasar
TRANS003745,CUST00248,7/23/2023,1680658,Beauty,Bank Transfer,Female,36-50,Medan
TRANS003746,CUST01446,9/27/2023,1444386,Sport,E-Wallet,Male,26-35,Yogyakarta
TRANS003747,CUST01850,11/13/2024,1168449,Home,Bank Transfer,Female,18-25,Denpasar
TRANS003748,CUST01596,5/17/2024,2881724,Home,E-Wallet,Female,26-35,Denpasar
TRANS003749,CUST00573,11/15/2024,1356866,Electronics,E-Wallet,Male,26-35,Medan
TRANS003750,CUST01358,3/5/2024,3503903,Beauty,Credit Card,Male,26-35,Medan
TRANS003751,CUST00877,4/17/2023,1115932,Electronics,E-Wallet,Female,26-35,Denpasar
TRANS003752,CUST00940,6/27/2023,3001675,Beauty,Credit Card,Female,18-25,Yogyakarta
TRANS003753,CUST00310,11/27/2024,1455416,Sport,Credit Card,Male,26-35,Surabaya
TRANS003754,CUST00451,4/15/2024,55020,Electronics,Credit Card,Female,18-25,Bandung
TRANS003755,CUST01141,2/17/2024,3758353,Electronics,Bank Transfer,Female,26-35,Surabaya
TRANS003756,CUST00517,9/14/2023,1104943,Home,Bank Transfer,Male,18-25,Yogyakarta
TRANS003757,CUST00676,5/5/2024,3165488,Sport,Credit Card,Female,18-25,Yogyakarta
TRANS003758,CUST01269,9/17/2023,1695577,Fashion,E-Wallet,Female,26-35,Medan
TRANS003759,CUST01708,2/17/2023,4119493,Electronics,Bank Transfer,Male,18-25,Bandung
TRANS003760,CUST01890,11/3/2024,2601415,Fashion,Bank Transfer,Female,26-35,Yogyakarta
TRANS003761,CUST00228,10/19/2024,315152,Beauty,Bank Transfer,Male,26-35,Jakarta
TRANS003762,CUST01923,11/26/2023,1002002,Sport,Bank Transfer,Female,36-50,Medan
TRANS003763,CUST01469,2/6/2023,4838825,Home,Bank Transfer,Female,36-50,Surabaya
TRANS003764,CUST01930,9/4/2023,1052423,Beauty,Credit Card,Male,18-25,Bandung
TRANS003765,CUST00036,5/6/2023,2196004,Fashion,E-Wallet,Female,26-35,Yogyakarta
TRANS003766,CUST01944,4/27/2024,1705953,Home,Credit Card,Female,26-35,Jakarta
TRANS003767,CUST01858,1/6/2023,2617984,Beauty,Bank Transfer,Female,26-35,Jakarta
TRANS003768,CUST00781,7/24/2024,1487417,Beauty,E-Wallet,Female,18-25,Bandung
TRANS003769,CUST00781,1/24/2024,3254689,Fashion,Credit Card,Female,18-25,Bandung
TRANS003770,CUST01868,9/12/2024,2670063,Sport,Bank Transfer,Male,26-35,Bandung
TRANS003771,CUST01676,10/17/2024,775173,Fashion,E-Wallet,Male,18-25,Jakarta
TRANS003772,CUST01544,10/4/2024,4941181,Sport,E-Wallet,Male,26-35,Jakarta
TRANS003773,CUST00711,9/1/2024,4565532,Sport,Credit Card,Female,36-50,Yogyakarta
TRANS003774,CUST00704,1/19/2023,1551407,Fashion,Credit Card,Male,18-25,Medan
TRANS003775,CUST01914,4/15/2024,532898,Home,Credit Card,Male,>50,Yogyakarta
TRANS003776,CUST01795,9/8/2024,4657718,Fashion,Credit Card,Male,18-25,Bandung
TRANS003777,CUST01187,9/17/2024,1399667,Beauty,Bank Transfer,Female,26-35,Surabaya
TRANS003778,CUST01714,3/15/2024,747462,Sport,Credit Card,Female,26-35,Denpasar
TRANS003779,CUST00827,5/10/2023,499395,Home,Bank Transfer,Male,36-50,Jakarta
TRANS003780,CUST01283,6/28/2024,768786,Sport,Credit Card,Female,36-50,Medan
TRANS003781,CUST00406,8/21/2024,1558872,Electronics,E-Wallet,Female,26-35,Bandung
TRANS003782,CUST00862,3/15/2024,3131840,Electronics,Bank Transfer,Female,18-25,Bandung
TRANS003783,CUST01271,9/4/2023,2715602,Fashion,Bank Transfer,Female,18-25,Jakarta
TRANS003784,CUST00149,7/11/2024,631455,Beauty,Credit Card,Male,26-35,Jakarta
TRANS003785,CUST00598,3/22/2023,4550967,Sport,Bank Transfer,Male,26-35,Surabaya
TRANS003786,CUST01623,4/7/2023,2306208,Fashion,E-Wallet,Female,18-25,Jakarta
TRANS003787,CUST00506,6/7/2023,1406950,Beauty,E-Wallet,Male,18-25,Bandung
TRANS003788,CUST00344,11/10/2023,4767073,Home,Credit Card,Male,26-35,Bandung
TRANS003789,CUST00378,1/27/2023,774422,Beauty,Bank Transfer,Male,36-50,Surabaya
TRANS003790,CUST01024,2/10/2024,4983521,Fashion,Credit Card,Female,26-35,Jakarta
TRANS003791,CUST00191,12/7/2023,4435731,Electronics,Bank Transfer,Male,18-25,Jakarta
TRANS003792,CUST00907,5/12/2023,321207,Fashion,Bank Transfer,Female,>50,Denpasar
TRANS003793,CUST01266,4/8/2023,4607848,Sport,E-Wallet,Male,18-25,Surabaya
TRANS003794,CUST00330,6/3/2023,3554691,Fashion,E-Wallet,Male,18-25,Bandung
TRANS003795,CUST01164,12/26/2023,1637989,Beauty,Credit Card,Female,26-35,Yogyakarta
TRANS003796,CUST01934,1/7/2023,1357316,Home,Credit Card,Female,18-25,Jakarta
TRANS003797,CUST01259,12/4/2024,906017,Electronics,E-Wallet,Male,26-35,Denpasar
TRANS003798,CUST01720,2/26/2023,1582042,Sport,E-Wallet,Male,18-25,Yogyakarta
TRANS003799,CUST01345,6/2/2023,3144196,Beauty,E-Wallet,Female,26-35,Surabaya
TRANS003800,CUST01848,9/18/2023,2690908,Fashion,Bank Transfer,Male,26-35,Jakarta
TRANS003801,CUST00375,2/3/2024,457193,Home,Bank Transfer,Male,26-35,Denpasar
TRANS003802,CUST00123,10/9/2024,3597478,Beauty,Credit Card,Male,>50,Surabaya
TRANS003803,CUST01090,7/19/2023,2304233,Sport,Credit Card,Male,18-25,Denpasar
TRANS003804,CUST00118,6/25/2024,609678,Electronics,Credit Card,Male,26-35,Yogyakarta
TRANS003805,CUST01093,6/29/2023,1192375,Fashion,E-Wallet,Female,26-35,Surabaya
TRANS003806,CUST00541,7/31/2024,4571548,Beauty,Credit Card,Female,26-35,Denpasar
TRANS003807,CUST01873,4/8/2023,1195923,Fashion,Bank Transfer,Female,18-25,Yogyakarta
TRANS003808,CUST01225,8/28/2023,1118098,Fashion,E-Wallet,Male,18-25,Yogyakarta
TRANS003809,CUST00527,4/3/2023,1021207,Electronics,Bank Transfer,Male,18-25,Medan
TRANS003810,CUST00804,8/23/2023,1002165,Fashion,E-Wallet,Female,>50,Denpasar
TRANS003811,CUST00223,3/8/2024,4088981,Fashion,Bank Transfer,Male,18-25,Bandung
TRANS003812,CUST00617,8/24/2024,4746775,Fashion,E-Wallet,Male,26-35,Denpasar
TRANS003813,CUST00342,2/21/2023,3027419,Electronics,Credit Card,Female,18-25,Yogyakarta
TRANS003814,CUST00777,6/4/2023,3922408,Beauty,Bank Transfer,Male,18-25,Bandung
TRANS003815,CUST00586,9/2/2024,1953092,Sport,Credit Card,Male,26-35,Medan
TRANS003816,CUST01975,3/10/2023,3836951,Electronics,E-Wallet,Male,18-25,Denpasar
TRANS003817,CUST00388,3/5/2023,729704,Home,Bank Transfer,Male,26-35,Yogyakarta
TRANS003818,CUST00346,1/17/2024,4940910,Beauty,E-Wallet,Female,26-35,Yogyakarta
TRANS003819,CUST00627,8/5/2024,3714458,Beauty,Bank Transfer,Female,18-25,Denpasar
TRANS003820,CUST01400,12/3/2023,3785287,Electronics,Bank Transfer,Female,26-35,Surabaya
TRANS003821,CUST00850,5/12/2023,4138040,Home,E-Wallet,Female,26-35,Medan
TRANS003822,CUST00041,6/17/2023,1016860,Fashion,Bank Transfer,Male,36-50,Surabaya
TRANS003823,CUST00641,2/5/2024,4709245,Beauty,E-Wallet,Male,18-25,Yogyakarta
TRANS003824,CUST00294,6/30/2024,2467350,Electronics,Credit Card,Male,26-35,Bandung
TRANS003825,CUST02000,12/17/2024,1377515,Home,Bank Transfer,Male,18-25,Yogyakarta
TRANS003826,CUST01060,10/31/2024,1548464,Electronics,Credit Card,Female,>50,Bandung
TRANS003827,CUST00990,3/3/2024,543531,Home,Credit Card,Female,36-50,Surabaya
TRANS003828,CUST01237,5/13/2023,1685548,Sport,Credit Card,Female,18-25,Yogyakarta
TRANS003829,CUST00689,6/16/2024,3200311,Home,Bank Transfer,Female,26-35,Bandung
TRANS003830,CUST01130,12/18/2023,4269780,Beauty,E-Wallet,Male,36-50,Surabaya
TRANS003831,CUST00194,8/1/2024,1294828,Sport,E-Wallet,Female,26-35,Yogyakarta
TRANS003832,CUST01677,12/14/2023,753813,Beauty,E-Wallet,Male,18-25,Yogyakarta
TRANS003833,CUST01180,9/17/2024,2014170,Fashion,E-Wallet,Female,26-35,Bandung
TRANS003834,CUST01060,5/31/2023,2233022,Electronics,Bank Transfer,Female,>50,Bandung
TRANS003835,CUST00723,7/5/2023,573681,Home,E-Wallet,Male,36-50,Bandung
TRANS003836,CUST01575,4/28/2024,1810720,Beauty,Credit Card,Male,36-50,Surabaya
TRANS003837,CUST01512,5/20/2023,107309,Sport,E-Wallet,Female,18-25,Bandung
TRANS003838,CUST01371,1/9/2024,1328063,Electronics,E-Wallet,Female,18-25,Jakarta
TRANS003839,CUST00126,5/26/2024,508420,Sport,Bank Transfer,Male,26-35,Jakarta
TRANS003840,CUST01873,8/25/2023,2348311,Fashion,Credit Card,Female,18-25,Yogyakarta
TRANS003841,CUST01696,8/14/2023,4827925,Beauty,E-Wallet,Male,18-25,Denpasar
TRANS003842,CUST00396,2/17/2024,2917718,Fashion,E-Wallet,Female,26-35,Denpasar
TRANS003843,CUST01564,10/3/2024,3470843,Home,E-Wallet,Male,26-35,Jakarta
TRANS003844,CUST01524,7/30/2023,4368149,Fashion,Bank Transfer,Male,18-25,Medan
TRANS003845,CUST01114,8/29/2024,2776519,Electronics,E-Wallet,Female,18-25,Yogyakarta
TRANS003846,CUST01821,4/30/2024,2852209,Beauty,E-Wallet,Male,26-35,Denpasar
TRANS003847,CUST01924,2/22/2024,3284316,Fashion,Credit Card,Male,18-25,Surabaya
TRANS003848,CUST00439,6/8/2023,1859757,Sport,Credit Card,Female,26-35,Yogyakarta
TRANS003849,CUST01810,4/2/2024,4387179,Home,E-Wallet,Male,18-25,Yogyakarta
TRANS003850,CUST00231,5/15/2023,3772120,Fashion,Credit Card,Female,36-50,Jakarta
